,org:resource,lifecycle:transition,concept:name,time:timestamp,REG_DATE,case:concept:name,Request loan amount,Case length in calendar days,activity_count,average_cancellation,average_resource,bounded_existence_O_ACCEPTED,four_eye_principle_O_CREATED_O_ACCEPTED
2899,10809.0,COMPLETE,Loan requested,2011-10-03 14:31:15,2011-10-03 13:26:26.927000+02:00,174084,8400,0.0,5,0,1,0,1
2901,10809.0,COMPLETE,Create loan offer,2011-10-03 14:31:17,2011-10-03 13:26:26.927000+02:00,174084,8400,0.0,5,0,1,0,1
2902,10809.0,COMPLETE,Sent loan offer to client,2011-10-03 14:31:17,2011-10-03 13:26:26.927000+02:00,174084,8400,0.0,5,0,1,0,1
2906,10809.0,COMPLETE,Receive documents from client,2011-10-03 14:34:06,2011-10-03 13:26:26.927000+02:00,174084,8400,0.0,5,0,1,0,1
2925,10809.0,COMPLETE,Approve loan request,2011-10-04 10:17:26,2011-10-03 13:26:26.927000+02:00,174084,8400,0.0,5,0,1,0,1
2936,10863.0,COMPLETE,Loan requested,2011-10-03 13:53:29,2011-10-03 13:46:48.075000+02:00,174087,15000,7.0,5,0,3,0,0
2938,10863.0,COMPLETE,Create loan offer,2011-10-03 13:53:31,2011-10-03 13:46:48.075000+02:00,174087,15000,7.0,5,0,3,0,0
2939,10863.0,COMPLETE,Sent loan offer to client,2011-10-03 13:53:31,2011-10-03 13:46:48.075000+02:00,174087,15000,7.0,5,0,3,0,0
2947,11029.0,COMPLETE,Receive documents from client,2011-10-11 09:58:53,2011-10-03 13:46:48.075000+02:00,174087,15000,7.0,5,0,3,0,0
2952,10138.0,COMPLETE,Approve loan request,2011-10-11 11:49:13,2011-10-03 13:46:48.075000+02:00,174087,15000,7.0,5,0,3,0,0
3025,11120.0,COMPLETE,Loan requested,2011-10-03 16:23:12,2011-10-03 14:10:56.279000+02:00,174096,5000,17.0,14,2,5,0,0
3027,11120.0,COMPLETE,Create loan offer,2011-10-03 16:23:14,2011-10-03 14:10:56.279000+02:00,174096,5000,17.0,14,2,5,0,0
3028,11120.0,COMPLETE,Sent loan offer to client,2011-10-03 16:23:14,2011-10-03 14:10:56.279000+02:00,174096,5000,17.0,14,2,5,0,0
3036,10982.0,COMPLETE,Cancel loan request,2011-10-04 12:28:48,2011-10-03 14:10:56.279000+02:00,174096,5000,17.0,14,2,5,0,0
3037,10982.0,COMPLETE,Loan requested,2011-10-04 12:28:48,2011-10-03 14:10:56.279000+02:00,174096,5000,17.0,14,2,5,0,0
3038,10982.0,COMPLETE,Create loan offer,2011-10-04 12:28:49,2011-10-03 14:10:56.279000+02:00,174096,5000,17.0,14,2,5,0,0
3039,10982.0,COMPLETE,Sent loan offer to client,2011-10-04 12:28:49,2011-10-03 14:10:56.279000+02:00,174096,5000,17.0,14,2,5,0,0
3043,11049.0,COMPLETE,Receive documents from client,2011-10-11 11:03:12,2011-10-03 14:10:56.279000+02:00,174096,5000,17.0,14,2,5,0,0
3056,11009.0,COMPLETE,Loan requested,2011-10-17 17:02:07,2011-10-03 14:10:56.279000+02:00,174096,5000,17.0,14,2,5,0,0
3057,11009.0,COMPLETE,Cancel loan request,2011-10-17 17:02:07,2011-10-03 14:10:56.279000+02:00,174096,5000,17.0,14,2,5,0,0
3058,11009.0,COMPLETE,Create loan offer,2011-10-17 17:02:08,2011-10-03 14:10:56.279000+02:00,174096,5000,17.0,14,2,5,0,0
3059,11009.0,COMPLETE,Sent loan offer to client,2011-10-17 17:02:08,2011-10-03 14:10:56.279000+02:00,174096,5000,17.0,14,2,5,0,0
3067,11049.0,COMPLETE,Receive documents from client,2011-10-21 09:53:53,2011-10-03 14:10:56.279000+02:00,174096,5000,17.0,14,2,5,0,0
3073,10809.0,COMPLETE,Approve loan request,2011-10-21 10:36:28,2011-10-03 14:10:56.279000+02:00,174096,5000,17.0,14,2,5,0,0
3089,11169.0,COMPLETE,Loan requested,2011-10-04 14:05:09,2011-10-03 14:17:13.043000+02:00,174099,15000,21.0,9,1,4,0,0
3090,11169.0,COMPLETE,Create loan offer,2011-10-04 14:05:57,2011-10-03 14:17:13.043000+02:00,174099,15000,21.0,9,1,4,0,0
3091,11169.0,COMPLETE,Sent loan offer to client,2011-10-04 14:05:57,2011-10-03 14:17:13.043000+02:00,174099,15000,21.0,9,1,4,0,0
3097,10909.0,COMPLETE,Cancel loan request,2011-10-06 19:56:11,2011-10-03 14:17:13.043000+02:00,174099,15000,21.0,9,1,4,0,0
3098,10909.0,COMPLETE,Loan requested,2011-10-06 19:56:11,2011-10-03 14:17:13.043000+02:00,174099,15000,21.0,9,1,4,0,0
3099,10909.0,COMPLETE,Create loan offer,2011-10-06 19:56:15,2011-10-03 14:17:13.043000+02:00,174099,15000,21.0,9,1,4,0,0
3100,10909.0,COMPLETE,Sent loan offer to client,2011-10-06 19:56:15,2011-10-03 14:17:13.043000+02:00,174099,15000,21.0,9,1,4,0,0
3110,11029.0,COMPLETE,Receive documents from client,2011-10-20 09:24:54,2011-10-03 14:17:13.043000+02:00,174099,15000,21.0,9,1,4,0,0
3115,10138.0,COMPLETE,Approve loan request,2011-10-26 12:55:15,2011-10-03 14:17:13.043000+02:00,174099,15000,21.0,9,1,4,0,0
3135,10629.0,COMPLETE,Loan requested,2011-10-03 14:38:13,2011-10-03 14:24:26.607000+02:00,174105,5000,0.0,5,0,1,0,1
3137,10629.0,COMPLETE,Create loan offer,2011-10-03 14:38:14,2011-10-03 14:24:26.607000+02:00,174105,5000,0.0,5,0,1,0,1
3138,10629.0,COMPLETE,Sent loan offer to client,2011-10-03 14:38:14,2011-10-03 14:24:26.607000+02:00,174105,5000,0.0,5,0,1,0,1
3142,10629.0,COMPLETE,Receive documents from client,2011-10-03 14:39:18,2011-10-03 14:24:26.607000+02:00,174105,5000,0.0,5,0,1,0,1
3146,10629.0,COMPLETE,Approve loan request,2011-10-03 14:46:47,2011-10-03 14:24:26.607000+02:00,174105,5000,0.0,5,0,1,0,1
3229,10880.0,COMPLETE,Loan requested,2011-10-03 18:28:13,2011-10-03 16:37:06.797000+02:00,174132,5000,34.0,19,3,7,0,0
3230,10880.0,COMPLETE,Create loan offer,2011-10-03 18:29:02,2011-10-03 16:37:06.797000+02:00,174132,5000,34.0,19,3,7,0,0
3231,10880.0,COMPLETE,Sent loan offer to client,2011-10-03 18:29:02,2011-10-03 16:37:06.797000+02:00,174132,5000,34.0,19,3,7,0,0
3239,11049.0,COMPLETE,Receive documents from client,2011-10-11 11:12:13,2011-10-03 16:37:06.797000+02:00,174132,5000,34.0,19,3,7,0,0
3243,10609.0,COMPLETE,Cancel loan request,2011-10-13 15:53:32,2011-10-03 16:37:06.797000+02:00,174132,5000,34.0,19,3,7,0,0
3244,10609.0,COMPLETE,Loan requested,2011-10-13 15:53:32,2011-10-03 16:37:06.797000+02:00,174132,5000,34.0,19,3,7,0,0
3245,10609.0,COMPLETE,Create loan offer,2011-10-13 15:53:33,2011-10-03 16:37:06.797000+02:00,174132,5000,34.0,19,3,7,0,0
3246,10609.0,COMPLETE,Sent loan offer to client,2011-10-13 15:53:33,2011-10-03 16:37:06.797000+02:00,174132,5000,34.0,19,3,7,0,0
3254,10939.0,COMPLETE,Cancel loan request,2011-10-13 20:50:00,2011-10-03 16:37:06.797000+02:00,174132,5000,34.0,19,3,7,0,0
3255,10939.0,COMPLETE,Loan requested,2011-10-13 20:50:00,2011-10-03 16:37:06.797000+02:00,174132,5000,34.0,19,3,7,0,0
3256,10939.0,COMPLETE,Create loan offer,2011-10-13 20:50:01,2011-10-03 16:37:06.797000+02:00,174132,5000,34.0,19,3,7,0,0
3257,10939.0,COMPLETE,Sent loan offer to client,2011-10-13 20:50:01,2011-10-03 16:37:06.797000+02:00,174132,5000,34.0,19,3,7,0,0
3293,11029.0,COMPLETE,Receive documents from client,2011-10-26 10:07:51,2011-10-03 16:37:06.797000+02:00,174132,5000,34.0,19,3,7,0,0
3312,10889.0,COMPLETE,Cancel loan request,2011-10-31 19:20:37,2011-10-03 16:37:06.797000+02:00,174132,5000,34.0,19,3,7,0,0
3313,10889.0,COMPLETE,Loan requested,2011-10-31 19:20:37,2011-10-03 16:37:06.797000+02:00,174132,5000,34.0,19,3,7,0,0
3314,10889.0,COMPLETE,Create loan offer,2011-10-31 19:20:38,2011-10-03 16:37:06.797000+02:00,174132,5000,34.0,19,3,7,0,0
3315,10889.0,COMPLETE,Sent loan offer to client,2011-10-31 19:20:38,2011-10-03 16:37:06.797000+02:00,174132,5000,34.0,19,3,7,0,0
3325,10899.0,COMPLETE,Receive documents from client,2011-11-07 12:05:03,2011-10-03 16:37:06.797000+02:00,174132,5000,34.0,19,3,7,0,0
3332,10609.0,COMPLETE,Approve loan request,2011-11-07 14:21:46,2011-10-03 16:37:06.797000+02:00,174132,5000,34.0,19,3,7,0,0
3365,10971.0,COMPLETE,Loan requested,2011-10-03 17:06:35,2011-10-03 16:59:27.008000+02:00,174141,10600,11.0,9,1,4,0,0
3366,10971.0,COMPLETE,Create loan offer,2011-10-03 17:06:36,2011-10-03 16:59:27.008000+02:00,174141,10600,11.0,9,1,4,0,0
3367,10971.0,COMPLETE,Sent loan offer to client,2011-10-03 17:06:36,2011-10-03 16:59:27.008000+02:00,174141,10600,11.0,9,1,4,0,0
3371,11169.0,COMPLETE,Cancel loan request,2011-10-06 10:30:24,2011-10-03 16:59:27.008000+02:00,174141,10600,11.0,9,1,4,0,0
3372,11169.0,COMPLETE,Loan requested,2011-10-06 10:30:24,2011-10-03 16:59:27.008000+02:00,174141,10600,11.0,9,1,4,0,0
3373,11169.0,COMPLETE,Create loan offer,2011-10-06 10:30:26,2011-10-03 16:59:27.008000+02:00,174141,10600,11.0,9,1,4,0,0
3374,11169.0,COMPLETE,Sent loan offer to client,2011-10-06 10:30:26,2011-10-03 16:59:27.008000+02:00,174141,10600,11.0,9,1,4,0,0
3378,11029.0,COMPLETE,Receive documents from client,2011-10-11 10:22:58,2011-10-03 16:59:27.008000+02:00,174141,10600,11.0,9,1,4,0,0
3385,10629.0,COMPLETE,Approve loan request,2011-10-14 17:08:25,2011-10-03 16:59:27.008000+02:00,174141,10600,11.0,9,1,4,0,0
3399,11179.0,COMPLETE,Loan requested,2011-10-04 14:05:27,2011-10-03 17:00:30.443000+02:00,174144,21000,10.0,5,0,3,0,0
3401,11179.0,COMPLETE,Create loan offer,2011-10-04 14:05:57,2011-10-03 17:00:30.443000+02:00,174144,21000,10.0,5,0,3,0,0
3402,11179.0,COMPLETE,Sent loan offer to client,2011-10-04 14:05:57,2011-10-03 17:00:30.443000+02:00,174144,21000,10.0,5,0,3,0,0
3406,11029.0,COMPLETE,Receive documents from client,2011-10-11 10:09:36,2011-10-03 17:00:30.443000+02:00,174144,21000,10.0,5,0,3,0,0
3410,10629.0,COMPLETE,Approve loan request,2011-10-14 18:40:13,2011-10-03 17:00:30.443000+02:00,174144,21000,10.0,5,0,3,0,0
3819,10880.0,COMPLETE,Loan requested,2011-10-03 20:21:04,2011-10-03 19:58:04.065000+02:00,174216,6000,22.0,9,1,4,0,0
3820,10880.0,COMPLETE,Create loan offer,2011-10-03 20:21:05,2011-10-03 19:58:04.065000+02:00,174216,6000,22.0,9,1,4,0,0
3821,10880.0,COMPLETE,Sent loan offer to client,2011-10-03 20:21:05,2011-10-03 19:58:04.065000+02:00,174216,6000,22.0,9,1,4,0,0
3825,11009.0,COMPLETE,Loan requested,2011-10-10 12:33:40,2011-10-03 19:58:04.065000+02:00,174216,6000,22.0,9,1,4,0,0
3826,11009.0,COMPLETE,Cancel loan request,2011-10-10 12:33:40,2011-10-03 19:58:04.065000+02:00,174216,6000,22.0,9,1,4,0,0
3827,11009.0,COMPLETE,Create loan offer,2011-10-10 12:33:41,2011-10-03 19:58:04.065000+02:00,174216,6000,22.0,9,1,4,0,0
3828,11009.0,COMPLETE,Sent loan offer to client,2011-10-10 12:33:41,2011-10-03 19:58:04.065000+02:00,174216,6000,22.0,9,1,4,0,0
3834,11029.0,COMPLETE,Receive documents from client,2011-10-19 09:53:07,2011-10-03 19:58:04.065000+02:00,174216,6000,22.0,9,1,4,0,0
3852,10609.0,COMPLETE,Approve loan request,2011-10-26 09:46:23,2011-10-03 19:58:04.065000+02:00,174216,6000,22.0,9,1,4,0,0
4025,11200.0,COMPLETE,Loan requested,2011-10-04 10:24:14,2011-10-03 20:59:10.326000+02:00,174252,30000,14.0,5,0,3,0,0
4026,11200.0,COMPLETE,Create loan offer,2011-10-04 10:24:15,2011-10-03 20:59:10.326000+02:00,174252,30000,14.0,5,0,3,0,0
4027,11200.0,COMPLETE,Sent loan offer to client,2011-10-04 10:24:15,2011-10-03 20:59:10.326000+02:00,174252,30000,14.0,5,0,3,0,0
4037,10899.0,COMPLETE,Receive documents from client,2011-10-12 09:46:45,2011-10-03 20:59:10.326000+02:00,174252,30000,14.0,5,0,3,0,0
4055,10629.0,COMPLETE,Approve loan request,2011-10-18 16:05:47,2011-10-03 20:59:10.326000+02:00,174252,30000,14.0,5,0,3,0,0
4071,10889.0,COMPLETE,Loan requested,2011-10-04 14:07:20,2011-10-03 20:59:23.114000+02:00,174255,15000,8.0,5,0,3,0,0
4072,10889.0,COMPLETE,Create loan offer,2011-10-04 14:07:21,2011-10-03 20:59:23.114000+02:00,174255,15000,8.0,5,0,3,0,0
4073,10889.0,COMPLETE,Sent loan offer to client,2011-10-04 14:07:21,2011-10-03 20:59:23.114000+02:00,174255,15000,8.0,5,0,3,0,0
4077,10899.0,COMPLETE,Receive documents from client,2011-10-10 12:00:52,2011-10-03 20:59:23.114000+02:00,174255,15000,8.0,5,0,3,0,0
4083,10629.0,COMPLETE,Approve loan request,2011-10-13 14:02:18,2011-10-03 20:59:23.114000+02:00,174255,15000,8.0,5,0,3,0,0
4154,11202.0,COMPLETE,Loan requested,2011-10-04 13:41:05,2011-10-03 21:03:33.112000+02:00,174264,12000,36.0,9,1,4,0,0
4156,11202.0,COMPLETE,Create loan offer,2011-10-04 13:41:06,2011-10-03 21:03:33.112000+02:00,174264,12000,36.0,9,1,4,0,0
4157,11202.0,COMPLETE,Sent loan offer to client,2011-10-04 13:41:06,2011-10-03 21:03:33.112000+02:00,174264,12000,36.0,9,1,4,0,0
4171,11122.0,COMPLETE,Loan requested,2011-10-20 17:29:18,2011-10-03 21:03:33.112000+02:00,174264,12000,36.0,9,1,4,0,0
4172,11122.0,COMPLETE,Cancel loan request,2011-10-20 17:29:18,2011-10-03 21:03:33.112000+02:00,174264,12000,36.0,9,1,4,0,0
4173,11122.0,COMPLETE,Create loan offer,2011-10-20 17:30:06,2011-10-03 21:03:33.112000+02:00,174264,12000,36.0,9,1,4,0,0
4174,11122.0,COMPLETE,Sent loan offer to client,2011-10-20 17:30:06,2011-10-03 21:03:33.112000+02:00,174264,12000,36.0,9,1,4,0,0
4188,11049.0,COMPLETE,Receive documents from client,2011-11-04 11:41:34,2011-10-03 21:03:33.112000+02:00,174264,12000,36.0,9,1,4,0,0
4209,10629.0,COMPLETE,Approve loan request,2011-11-10 11:04:18,2011-10-03 21:03:33.112000+02:00,174264,12000,36.0,9,1,4,0,0
4321,11200.0,COMPLETE,Loan requested,2011-10-04 10:44:40,2011-10-03 22:59:48.324000+02:00,174285,50000,9.0,5,0,3,0,0
4323,11200.0,COMPLETE,Create loan offer,2011-10-04 10:44:41,2011-10-03 22:59:48.324000+02:00,174285,50000,9.0,5,0,3,0,0
4324,11200.0,COMPLETE,Sent loan offer to client,2011-10-04 10:44:42,2011-10-03 22:59:48.324000+02:00,174285,50000,9.0,5,0,3,0,0
4328,10899.0,COMPLETE,Receive documents from client,2011-10-10 13:45:08,2011-10-03 22:59:48.324000+02:00,174285,50000,9.0,5,0,3,0,0
4345,10138.0,COMPLETE,Approve loan request,2011-10-13 12:51:10,2011-10-03 22:59:48.324000+02:00,174285,50000,9.0,5,0,3,0,0
4492,11202.0,COMPLETE,Loan requested,2011-10-05 18:27:27,2011-10-04 06:38:49.114000+02:00,174319,5000,8.0,5,0,3,0,0
4493,11202.0,COMPLETE,Create loan offer,2011-10-05 18:27:28,2011-10-04 06:38:49.114000+02:00,174319,5000,8.0,5,0,3,0,0
4494,11202.0,COMPLETE,Sent loan offer to client,2011-10-05 18:27:28,2011-10-04 06:38:49.114000+02:00,174319,5000,8.0,5,0,3,0,0
4500,11029.0,COMPLETE,Receive documents from client,2011-10-11 09:54:32,2011-10-04 06:38:49.114000+02:00,174319,5000,8.0,5,0,3,0,0
4513,10809.0,COMPLETE,Approve loan request,2011-10-14 09:42:29,2011-10-04 06:38:49.114000+02:00,174319,5000,8.0,5,0,3,0,0
4567,11121.0,COMPLETE,Loan requested,2011-10-04 17:52:10,2011-10-04 08:50:41.940000+02:00,174325,15000,6.0,5,0,3,0,0
4568,11121.0,COMPLETE,Create loan offer,2011-10-04 17:52:11,2011-10-04 08:50:41.940000+02:00,174325,15000,6.0,5,0,3,0,0
4569,11121.0,COMPLETE,Sent loan offer to client,2011-10-04 17:52:11,2011-10-04 08:50:41.940000+02:00,174325,15000,6.0,5,0,3,0,0
4575,10899.0,COMPLETE,Receive documents from client,2011-10-10 14:37:42,2011-10-04 08:50:41.940000+02:00,174325,15000,6.0,5,0,3,0,0
4593,10809.0,COMPLETE,Approve loan request,2011-10-11 10:13:32,2011-10-04 08:50:41.940000+02:00,174325,15000,6.0,5,0,3,0,0
4620,10971.0,COMPLETE,Loan requested,2011-10-04 09:40:04,2011-10-04 09:31:17.618000+02:00,174334,5000,6.0,5,0,3,0,0
4621,10971.0,COMPLETE,Create loan offer,2011-10-04 09:40:05,2011-10-04 09:31:17.618000+02:00,174334,5000,6.0,5,0,3,0,0
4622,10971.0,COMPLETE,Sent loan offer to client,2011-10-04 09:40:05,2011-10-04 09:31:17.618000+02:00,174334,5000,6.0,5,0,3,0,0
4630,10899.0,COMPLETE,Receive documents from client,2011-10-10 14:25:34,2011-10-04 09:31:17.618000+02:00,174334,5000,6.0,5,0,3,0,0
4636,10138.0,COMPLETE,Approve loan request,2011-10-10 15:03:08,2011-10-04 09:31:17.618000+02:00,174334,5000,6.0,5,0,3,0,0
4650,10982.0,COMPLETE,Loan requested,2011-10-04 10:15:09,2011-10-04 10:04:38.573000+02:00,174337,30000,3.0,10,1,3,0,0
4652,10982.0,COMPLETE,Create loan offer,2011-10-04 10:15:11,2011-10-04 10:04:38.573000+02:00,174337,30000,3.0,10,1,3,0,0
4653,10982.0,COMPLETE,Sent loan offer to client,2011-10-04 10:15:11,2011-10-04 10:04:38.573000+02:00,174337,30000,3.0,10,1,3,0,0
4663,10629.0,COMPLETE,Receive documents from client,2011-10-05 09:23:23,2011-10-04 10:04:38.573000+02:00,174337,30000,3.0,10,1,3,0,0
4688,10982.0,COMPLETE,Cancel loan request,2011-10-06 16:36:34,2011-10-04 10:04:38.573000+02:00,174337,30000,3.0,10,1,3,0,0
4689,10982.0,COMPLETE,Loan requested,2011-10-06 16:36:34,2011-10-04 10:04:38.573000+02:00,174337,30000,3.0,10,1,3,0,0
4690,10982.0,COMPLETE,Create loan offer,2011-10-06 16:36:35,2011-10-04 10:04:38.573000+02:00,174337,30000,3.0,10,1,3,0,0
4691,10982.0,COMPLETE,Sent loan offer to client,2011-10-06 16:36:35,2011-10-04 10:04:38.573000+02:00,174337,30000,3.0,10,1,3,0,0
4699,10789.0,COMPLETE,Receive documents from client,2011-10-07 09:43:24,2011-10-04 10:04:38.573000+02:00,174337,30000,3.0,10,1,3,0,0
4706,10629.0,COMPLETE,Approve loan request,2011-10-07 14:24:37,2011-10-04 10:04:38.573000+02:00,174337,30000,3.0,10,1,3,0,0
4720,10971.0,COMPLETE,Loan requested,2011-10-04 10:25:13,2011-10-04 10:17:53.166000+02:00,174343,10000,17.0,5,0,3,0,0
4722,10971.0,COMPLETE,Create loan offer,2011-10-04 10:25:14,2011-10-04 10:17:53.166000+02:00,174343,10000,17.0,5,0,3,0,0
4723,10971.0,COMPLETE,Sent loan offer to client,2011-10-04 10:25:14,2011-10-04 10:17:53.166000+02:00,174343,10000,17.0,5,0,3,0,0
4727,10899.0,COMPLETE,Receive documents from client,2011-10-10 12:57:47,2011-10-04 10:17:53.166000+02:00,174343,10000,17.0,5,0,3,0,0
4760,10138.0,COMPLETE,Approve loan request,2011-10-21 10:37:06,2011-10-04 10:17:53.166000+02:00,174343,10000,17.0,5,0,3,0,0
4999,11001.0,COMPLETE,Loan requested,2011-10-04 13:36:31,2011-10-04 13:11:45.190000+02:00,174382,5000,7.0,13,2,3,0,1
5001,11001.0,COMPLETE,Create loan offer,2011-10-04 13:36:32,2011-10-04 13:11:45.190000+02:00,174382,5000,7.0,13,2,3,0,1
5002,11001.0,COMPLETE,Sent loan offer to client,2011-10-04 13:36:32,2011-10-04 13:11:45.190000+02:00,174382,5000,7.0,13,2,3,0,1
5006,11001.0,COMPLETE,Cancel loan request,2011-10-04 13:37:55,2011-10-04 13:11:45.190000+02:00,174382,5000,7.0,13,2,3,0,1
5007,11001.0,COMPLETE,Loan requested,2011-10-04 13:37:55,2011-10-04 13:11:45.190000+02:00,174382,5000,7.0,13,2,3,0,1
5008,11001.0,COMPLETE,Create loan offer,2011-10-04 13:37:56,2011-10-04 13:11:45.190000+02:00,174382,5000,7.0,13,2,3,0,1
5009,11001.0,COMPLETE,Sent loan offer to client,2011-10-04 13:37:56,2011-10-04 13:11:45.190000+02:00,174382,5000,7.0,13,2,3,0,1
5015,10899.0,COMPLETE,Receive documents from client,2011-10-10 12:59:24,2011-10-04 13:11:45.190000+02:00,174382,5000,7.0,13,2,3,0,1
5039,10138.0,COMPLETE,Loan requested,2011-10-12 10:07:32,2011-10-04 13:11:45.190000+02:00,174382,5000,7.0,13,2,3,0,1
5040,10138.0,COMPLETE,Cancel loan request,2011-10-12 10:07:32,2011-10-04 13:11:45.190000+02:00,174382,5000,7.0,13,2,3,0,1
5041,10138.0,COMPLETE,Create loan offer,2011-10-12 10:08:19,2011-10-04 13:11:45.190000+02:00,174382,5000,7.0,13,2,3,0,1
5042,10138.0,COMPLETE,Sent loan offer to client,2011-10-12 10:08:19,2011-10-04 13:11:45.190000+02:00,174382,5000,7.0,13,2,3,0,1
5048,10138.0,COMPLETE,Approve loan request,2011-10-12 10:10:05,2011-10-04 13:11:45.190000+02:00,174382,5000,7.0,13,2,3,0,1
5059,11001.0,COMPLETE,Loan requested,2011-10-04 14:19:38,2011-10-04 13:28:34.154000+02:00,174385,15000,7.0,5,0,3,0,0
5061,11001.0,COMPLETE,Create loan offer,2011-10-04 14:19:39,2011-10-04 13:28:34.154000+02:00,174385,15000,7.0,5,0,3,0,0
5062,11001.0,COMPLETE,Sent loan offer to client,2011-10-04 14:19:39,2011-10-04 13:28:34.154000+02:00,174385,15000,7.0,5,0,3,0,0
5066,11049.0,COMPLETE,Receive documents from client,2011-10-10 10:43:35,2011-10-04 13:28:34.154000+02:00,174385,15000,7.0,5,0,3,0,0
5072,10629.0,COMPLETE,Approve loan request,2011-10-12 09:12:14,2011-10-04 13:28:34.154000+02:00,174385,15000,7.0,5,0,3,0,0
5324,11121.0,COMPLETE,Loan requested,2011-10-04 19:26:03,2011-10-04 14:06:12.499000+02:00,174409,25000,9.0,9,1,4,0,0
5326,11121.0,COMPLETE,Create loan offer,2011-10-04 19:26:04,2011-10-04 14:06:12.499000+02:00,174409,25000,9.0,9,1,4,0,0
5327,11121.0,COMPLETE,Sent loan offer to client,2011-10-04 19:26:04,2011-10-04 14:06:12.499000+02:00,174409,25000,9.0,9,1,4,0,0
5333,10982.0,COMPLETE,Loan requested,2011-10-04 19:46:23,2011-10-04 14:06:12.499000+02:00,174409,25000,9.0,9,1,4,0,0
5334,10982.0,COMPLETE,Cancel loan request,2011-10-04 19:46:23,2011-10-04 14:06:12.499000+02:00,174409,25000,9.0,9,1,4,0,0
5335,10982.0,COMPLETE,Create loan offer,2011-10-04 19:46:25,2011-10-04 14:06:12.499000+02:00,174409,25000,9.0,9,1,4,0,0
5336,10982.0,COMPLETE,Sent loan offer to client,2011-10-04 19:46:25,2011-10-04 14:06:12.499000+02:00,174409,25000,9.0,9,1,4,0,0
5342,11029.0,COMPLETE,Receive documents from client,2011-10-11 09:33:11,2011-10-04 14:06:12.499000+02:00,174409,25000,9.0,9,1,4,0,0
5357,10138.0,COMPLETE,Approve loan request,2011-10-14 09:22:21,2011-10-04 14:06:12.499000+02:00,174409,25000,9.0,9,1,4,0,0
5370,10859.0,COMPLETE,Loan requested,2011-10-04 14:50:44,2011-10-04 14:26:44.050000+02:00,174415,12000,14.0,5,0,3,0,0
5372,10859.0,COMPLETE,Create loan offer,2011-10-04 14:50:45,2011-10-04 14:26:44.050000+02:00,174415,12000,14.0,5,0,3,0,0
5373,10859.0,COMPLETE,Sent loan offer to client,2011-10-04 14:50:45,2011-10-04 14:26:44.050000+02:00,174415,12000,14.0,5,0,3,0,0
5379,11029.0,COMPLETE,Receive documents from client,2011-10-14 09:38:08,2011-10-04 14:26:44.050000+02:00,174415,12000,14.0,5,0,3,0,0
5383,10972.0,COMPLETE,Approve loan request,2011-10-19 11:06:52,2011-10-04 14:26:44.050000+02:00,174415,12000,14.0,5,0,3,0,0
5477,10889.0,COMPLETE,Loan requested,2011-10-04 14:50:25,2011-10-04 14:36:20.235000+02:00,174424,15000,12.0,5,0,3,0,0
5478,10889.0,COMPLETE,Create loan offer,2011-10-04 14:50:26,2011-10-04 14:36:20.235000+02:00,174424,15000,12.0,5,0,3,0,0
5479,10889.0,COMPLETE,Sent loan offer to client,2011-10-04 14:50:26,2011-10-04 14:36:20.235000+02:00,174424,15000,12.0,5,0,3,0,0
5485,11049.0,COMPLETE,Receive documents from client,2011-10-11 11:20:48,2011-10-04 14:36:20.235000+02:00,174424,15000,12.0,5,0,3,0,0
5501,10629.0,COMPLETE,Approve loan request,2011-10-17 11:27:10,2011-10-04 14:36:20.235000+02:00,174424,15000,12.0,5,0,3,0,0
5518,11179.0,COMPLETE,Loan requested,2011-10-04 15:20:18,2011-10-04 14:55:27.822000+02:00,174430,20000,10.0,5,0,3,0,0
5519,11179.0,COMPLETE,Create loan offer,2011-10-04 15:20:19,2011-10-04 14:55:27.822000+02:00,174430,20000,10.0,5,0,3,0,0
5520,11179.0,COMPLETE,Sent loan offer to client,2011-10-04 15:20:19,2011-10-04 14:55:27.822000+02:00,174430,20000,10.0,5,0,3,0,0
5524,11029.0,COMPLETE,Receive documents from client,2011-10-11 09:21:03,2011-10-04 14:55:27.822000+02:00,174430,20000,10.0,5,0,3,0,0
5530,10629.0,COMPLETE,Approve loan request,2011-10-14 15:52:25,2011-10-04 14:55:27.822000+02:00,174430,20000,10.0,5,0,3,0,0
5636,10889.0,COMPLETE,Loan requested,2011-10-04 16:18:11,2011-10-04 16:11:46.449000+02:00,174448,8500,7.0,5,0,3,0,0
5638,10889.0,COMPLETE,Create loan offer,2011-10-04 16:18:13,2011-10-04 16:11:46.449000+02:00,174448,8500,7.0,5,0,3,0,0
5639,10889.0,COMPLETE,Sent loan offer to client,2011-10-04 16:18:13,2011-10-04 16:11:46.449000+02:00,174448,8500,7.0,5,0,3,0,0
